Average,,,,E0,E1,Analog,,,,,,,,,,,
Index [1],exx [1] - engr.,eyy [1] - engr.,exy [1] - engr.,ΔL/L0 [0] Extensometer x-strain,ΔL/L0 [1] Extensometer y-strain,Time_0,Disp_mm,Load_N,Area,,Strain,Stress,,Possion,,,
337,0.00336578,-0.0112132,-0.00124728,-0.0106738,0.00345877,337.004,-0.7021,-88214.5,,,0.0112132,1629.678552,,3.00E-01,,,
338,0.00337484,-0.0111864,-0.00129505,-0.0106722,0.00339698,338.004,-0.7042,-88472.2,,,0.0111864,1634.439313,,3.02E-01,,,
339,0.00246645,-0.0111688,-0.00040453,-0.011148,0.00343875,339.004,-0.7062,-88655.8,,,0.0111688,1637.831147,,2.21E-01,,,
340,0.00263862,-0.0113067,-0.000475719,-0.0112543,0.00349292,340.004,-0.7084,-88936,,,0.0113067,1643.007574,,2.33E-01,,,
341,0.00256348,-0.011176,-0.000480855,-0.0107759,0.00341878,341.007,-0.7106,-89161.4,,,0.011176,1647.171624,,2.29E-01,,,
342,0,0,0,,,342.006,-0.7107,35.4284,,,0,-0.654505819,,,,,
343,0,0,0,,,343.003,-0.7106,22.5454,,,0,-0.416504711,,,,,
344,0,0,0,,,344.006,-0.7107,48.3115,,,0,-0.892508775,,,,,
345,0,0,0,,,345.004,-0.7106,19.3246,,,0,-0.35700351,,,,,
346,0,0,0,,,346.005,-0.7106,38.6492,,,0,-0.71400702,,,,,
347,0,0,0,,,347.003,-0.7107,12.8831,,,0,-0.238002956,,,,,
348,0,0,0,,,348.005,-0.7107,3.2208,,,0,-0.059501201,,,,,
349,0,0,0,,,349.005,-0.7107,12.8831,,,0,-0.238002956,,,,,
350,0,0,0,,,350.005,-0.7106,0,,,0,0,,,,,
351,0,0,0,,,351.003,-0.7107,51.5323,,,0,-0.952009976,,,,,
352,0,0,0,,,352.006,-0.7106,-9.6623,,,0,0.178501755,,,,,
353,0,0,0,,,353.003,-0.7106,16.1038,,,0,-0.297502309,,,,,
354,0,0,0,,,354.002,-0.7107,6.4415,,,0,-0.119000554,,,,,
355,0,0,0,,,355.007,-0.7108,6.4415,,,0,-0.119000554,,,,,
356,0,0,0,,,356.004,-0.7107,12.8831,,,0,-0.238002956,,,,,
357,0,0,0,,,357.002,-0.7106,25.7661,,,0,-0.476004064,,,,,
358,0,0,0,,,358.004,-0.7106,3.2208,,,0,-0.059501201,,,,,
359,0,0,0,,,359.003,-0.7107,-9.6623,,,0,0.178501755,,,,,
360,0,0,0,,,360.003,-0.7105,9.6623,,,0,-0.178501755,,,,,
361,0,0,0,,,361.007,-0.6271,3.2208,,,0,-0.059501201,,,,,
362,0,0,0,,,362.006,0,-19.3246,,,0,0.35700351,,,,,
363,0,0,0,,,363.005,-0.0001,12.8831,,,0,-0.238002956,,,,,
364,0,0,0,,,364.007,0,19.3246,,,0,-0.35700351,,,,,
365,0,0,0,,,365.003,-0.0001,-19.3246,,,0,0.35700351,,,,,
366,0,0,0,,,366.004,-0.0001,-16.1039,,,0,0.297504157,,,,,
367,0,0,0,,,367.003,-0.0001,-9.6623,,,0,0.178501755,,,,,
368,0,0,0,,,368.004,-0.0001,-22.5454,,,0,0.416504711,,,,,
369,0,0,0,,,369.004,-0.0001,3.2208,,,0,-0.059501201,,,,,
370,0,0,0,,,370.006,-0.0001,22.5454,,,0,-0.416504711,,,,,
371,0,0,0,,,371.004,0,-32.2077,,,0,0.595006466,,,,,
372,0,0,0,,,372.007,-0.0001,-28.9869,,,0,0.535505265,,,,,
373,0,0,0,,,373.004,0.0001,3.2208,,,0,-0.059501201,,,,,
374,0,0,0,,,374.002,-0.0001,-28.9869,,,0,0.535505265,,,,,
375,0,0,0,,,375.004,-0.0001,9.6623,,,0,-0.178501755,,,,,
376,0,0,0,,,376.003,0,-35.4285,,,0,0.654507667,,,,,
377,0,0,0,,,377.004,0,-19.3246,,,0,0.35700351,,,,,
378,0,0,0,,,378.003,0,9.6623,,,0,-0.178501755,,,,,
379,0,0,0,,,379.005,0,-32.2077,,,0,0.595006466,,,,,
