Experiment:,25C,,,,,,,,,,,,,,New3D,,New2D,,,1.94E-01,9811.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (s),Depth (nm),Load (uN),,hm (nm),F (uN),hm1 (um),hm1 (nm),F1 (uN),F (exp),disp_y_2D,react_y_2D,disp_y_3D,react_y_3D,,h3D,F3D,h2D,F2D,,Depth1,Force1,Depth2,Force2,Depth,Force,,Depth0 (nm),Load0 (uN),Depth2 (nm),Load2 (uN),Depth3 (nm),Load3 (uN),Depth4 (nm),Load4 (uN),Depth5 (nm),Load5 (uN),Depth6 (nm),Load6 (uN),Depth7 (nm),Load7 (uN),Depth8 (nm),Load8 (uN),Depth9 (nm),Load9 (uN),Depth10 (nm),Load10 (uN),Depth11 (nm),Load11 (uN),Depth12 (nm),Load12 (uN),Depth13 (nm),Load13 (uN),Depth14 (nm),Load14 (uN),Depth15 (nm),Load15 (uN),Depth16 (nm),Load16 (uN),Depth17 (nm),Load17 (uN),Depth18 (nm),Load18 (uN),Depth19 (nm),Load19 (uN),Depth20 (nm),Load20 (uN),Depth21 (nm),Load21 (uN),Depth22 (nm),Load22 (uN),Depth23 (nm),Load23 (uN),Depth24 (nm),Load24 (uN)
4.231398,7.942892,82.908491,,42.414,543.05,4.36E-02,4.36E+01,512.61,817.292893,-0.0678,-1.026738005,-0.0678,-0.167310099,,-6.88E-02,1252.5,,,,5.93E-02,1029.8,6.35E-02,1264.1,6.34E-02,962.4,,7.239838,80.051357,7.784756,82.711137,8.976888,82.066076,8.428215,82.724746,7.510302,83.006279,8.448306,81.854234,7.587215,81.681276,6.761102,82.516488,6.420499,82.970014,7.243949,82.357135,6.048399,83.466944,6.397264,83.087161,6.752153,83.456094,7.010183,82.679419,6.517625,82.411211,7.589536,82.602692,7.617315,82.50073,8.011726,81.725398,8.408743,81.20497,6.707241,83.119518,7.593113,81.378524,7.214399,81.59789,6.940837,82.349875,6.066191,83.381702
4.236403,8.525491,88.022288,,44.787,594.92,4.62E-02,4.62E+01,561.75,898.564248,-0.07006,-1.089603143,-0.07006,-0.176488002,,-7.10E-02,1322.8,,,,6.12E-02,1093.1,6.56E-02,1339.6,6.55E-02,1027.6,,7.62144,85.210868,8.254526,87.774817,9.509123,87.142871,8.897509,87.776185,7.914416,88.056198,8.921854,86.950774,8.104331,86.776373,7.192707,87.574251,6.397783,88.083635,7.784124,87.411966,6.832379,88.428659,6.609642,88.169263,6.912344,88.518717,7.635388,87.707096,6.76323,87.514802,7.903165,87.706821,7.596039,87.68525,7.929724,86.942263,8.172578,86.453936,7.432172,88.11418,7.500958,86.597401,7.806324,86.693945,6.758959,87.534112,6.436278,88.422452
4.241408,8.977973,93.263692,,47.157,646.5,4.88E-02,4.88E+01,614.1,979.630385,-0.07232,-1.151995604,-0.07232,-0.187694958,,-7.33E-02,1393.4,,,,6.31E-02,1154.6,6.76E-02,1416.3,6.76E-02,1093,,7.67446,90.5075,8.694137,92.952828,9.862236,92.349592,9.020495,92.990661,8.548857,93.168442,9.033238,92.215706,8.400285,92.013323,7.212625,92.804569,6.911651,93.208238,8.219206,92.589953,6.915008,93.607789,7.071431,93.308931,7.392891,93.634909,7.845121,92.907465,6.931317,92.742859,8.147447,92.916705,8.463994,92.829131,8.649287,92.130844,8.989611,91.619041,7.247717,93.371054,8.234397,91.773649,7.830823,91.989619,7.562755,92.663386,6.707197,93.605851
4.246413,9.113059,98.625892,,49.382,701.02,5.14E-02,5.14E+01,667.89,1060.62978,-0.07458,-1.221036026,-0.07458,-0.198895576,,-7.55E-02,1461.8,,,,6.51E-02,1222.6,6.97E-02,1491.8,6.97E-02,1157.1,,7.989356,95.84352,8.768757,98.280824,10.253329,97.651295,9.589247,98.231466,8.920722,98.430252,9.482465,97.521574,8.609231,97.369306,7.699226,98.053902,7.174763,98.481247,8.248635,97.939885,7.157803,98.869037,7.437856,98.561194,7.648386,98.883334,8.059978,98.2052,7.202637,98.041491,8.365516,98.234769,8.241428,98.24085,8.538351,97.550955,9.257062,96.987764,8.077441,98.539553,8.162837,97.184285,8.580755,97.266175,7.492253,98.028474,7.246275,98.820344
4.251418,9.364993,104.065244,,51.602,758.97,5.41E-02,5.41E+01,724.19,1151.599745,-0.07684,-1.289227715,-0.07684,-0.211299134,,-7.77E-02,1534.9,,,,6.70E-02,1290.2,7.18E-02,1575,7.17E-02,1228.6,,8.15676,101.272123,8.956328,103.670059,10.502137,103.053507,10.089318,103.563552,8.919443,103.825058,9.8932,102.909929,9.057319,102.756891,7.920476,103.43297,7.282196,103.849285,8.969203,103.243745,7.754465,104.141999,7.517664,103.95039,7.941717,104.205452,8.639786,103.527458,7.616426,103.403346,8.604568,103.617497,9.075553,103.555419,8.763642,102.983983,9.220667,102.475351,8.058841,103.9438,8.699411,102.570298,8.451779,102.762006,8.034293,103.371393,7.253249,104.21554
4.256422,9.593778,109.565931,,53.901,816.09,5.67E-02,5.67E+01,781.79,1232.398414,-0.0791,-1.350482584,-0.0791,-0.223091601,,-7.99E-02,1611.6,,,,6.89E-02,1362.3,7.39E-02,1657.8,7.38E-02,1300.3,,8.530183,106.737399,9.538175,109.076454,10.817748,108.521247,10.350323,109.014544,9.362722,109.229853,10.201766,108.39016,9.58059,108.212843,8.117441,108.886616,8.080389,109.186475,9.018691,108.744965,7.776733,109.593275,8.129001,109.321753,8.184321,109.622567,8.952564,108.962426,8.175256,108.810595,9.148311,109.036018,8.829806,109.121831,9.502269,108.413654,10.170625,107.874579,8.717088,109.307325,8.945625,108.07824,9.197468,108.188857,8.32665,108.836688,7.843147,109.590556
4.261427,10.679495,114.990374,,56.209,878.73,5.93E-02,5.93E+01,841.57,1333.286269,-0.08136,-1.424574684,-0.08136,-0.235592568,,-8.21E-02,1692.3,,,,7.09E-02,1433.6,7.59E-02,1744.7,7.59E-02,1375.4,,9.131318,112.226223,9.924768,114.572561,11.34226,114.025111,10.642544,114.527954,9.80145,114.704422,10.544131,113.932851,9.615811,113.813012,8.745036,114.34548,8.157169,114.715015,9.435601,114.258039,7.933335,115.092458,8.413338,114.821208,8.746332,115.04938,9.211884,114.483829,8.145718,114.387681,9.386851,114.568978,9.50668,114.599179,9.279713,114.063842,10.184494,113.504921,8.845559,114.825997,9.159335,113.665964,9.123685,113.819562,8.561673,114.377668,7.862308,115.115406
4.266432,11.195517,120.583582,,58.515,949.35,6.19E-02,6.19E+01,904.26,1418.903263,-0.08362,-1.505880929,-0.08362,-0.248001052,,-8.44E-02,1776.3,,,,7.28E-02,1505.1,7.80E-02,1829.4,7.80E-02,1448.5,,9.22355,117.877042,10.090928,120.180744,11.88537,119.582127,11.07079,120.078104,9.89586,120.292658,11.09493,119.505279,10.023643,119.416761,8.876765,119.939946,8.463603,120.267456,9.897697,119.815135,8.314361,120.608696,8.553977,120.40015,9.442849,120.526577,9.308515,120.085965,8.325087,119.988562,9.569889,120.169192,9.731249,120.216569,9.97182,119.626238,10.402599,119.150857,9.093201,120.392429,9.562595,119.271901,9.788553,119.379848,8.8644,119.9657,8.179313,120.670023
4.271437,11.520726,126.266267,,60.856,1020.4,6.45E-02,6.45E+01,969.27,1524.696165,-0.08588,-1.572950217,-0.08588,-0.261337433,,-8.66E-02,1858.1,,,,7.47E-02,1582.7,8.01E-02,1919.9,8.01E-02,1526.5,,9.482813,123.541364,10.464372,125.802663,12.140602,125.254551,11.4806,125.693652,10.299417,125.898419,11.441077,125.165683,10.515919,125.06218,9.123971,125.580712,9.11931,125.823948,9.833411,125.526941,8.491128,126.229806,8.954869,125.99968,9.812535,126.116821,9.860871,125.677443,8.633078,125.627593,9.992272,125.795066,9.981454,125.888237,10.235773,125.31427,11.221481,124.758596,9.570744,125.974487,9.485458,125.015759,10.201014,125.052787,9.079536,125.627624,8.540955,126.261794
4.276442,12.088827,131.972114,,63.224,1093.7,6.71E-02,6.71E+01,1036.4,1620.257914,-0.08814,-1.654297171,-0.08814,-0.27474231,,-8.88E-02,1936.7,,,,7.67E-02,1660,8.22E-02,2011,8.22E-02,1605.9,,9.796178,129.205274,11.029275,131.473428,12.385824,130.994488,11.66122,131.418129,10.842528,131.550064,11.581862,130.940167,10.948999,130.780541,9.643045,131.245163,8.90289,131.598481,10.475068,131.18196,9.018731,131.862348,9.494807,131.651429,10.07987,131.799604,10.292875,131.361449,9.107168,131.312914,10.419751,131.492502,10.541772,131.584062,10.15769,131.129045,11.005333,130.60963,9.537061,131.723054,10.268662,130.686484,10.242842,130.847562,9.524753,131.321206,8.522103,132.001858
4.281446,12.709479,137.668651,,65.601,1168.2,6.97E-02,6.97E+01,1104.8,1710.874984,-0.0904,-1.720663582,-0.0904,-0.288593628,,-9.10E-02,2017.1,,,,7.86E-02,1741.4,8.43E-02,2107.1,8.42E-02,1689.6,,10.202403,134.892812,11.036353,137.251432,12.680063,136.757166,12.07907,137.14151,11.181108,137.264867,11.882212,136.704052,11.235821,136.571816,9.732053,137.014566,9.457769,137.271805,10.636793,136.95649,9.534356,137.529145,9.624818,137.397901,10.518205,137.488793,10.369504,137.132702,9.363521,137.060906,10.674974,137.233374,10.671102,137.35326,11.028553,136.807256,11.603435,136.349507,10.650085,137.302177,10.118514,136.548248,10.871782,136.580677,9.792027,137.071033,9.349196,137.621567
4.286451,12.714005,143.498832,,67.975,1253,7.23E-02,7.23E+01,1176.5,1816.42894,-0.09266,-1.814862264,-0.09266,-0.302868096,,-9.32E-02,2107.4,,,,8.05E-02,1820.7,8.63E-02,2201.9,8.63E-02,1772.4,,10.520191,140.614909,11.420217,142.988305,13.100241,142.517994,12.596475,142.852143,11.244786,143.045282,12.329821,142.461666,11.650252,142.34248,10.103303,142.756777,9.734456,143.011425,10.969619,142.716152,9.552271,143.296595,9.847182,143.15216,11.009569,143.177996,10.982393,142.834103,9.587833,142.826727,11.04239,142.982019,11.327188,143.058791,11.027,142.648421,12.009718,142.143545,10.391483,143.133604,10.858898,142.267924,10.842466,142.431394,10.343782,142.788855,9.306119,143.406466
4.291456,13.061919,149.297544,,70.351,1341.6,7.49E-02,7.49E+01,1250,1916.926615,-0.09492,-1.898701776,-0.09492,-0.316934754,,-9.55E-02,2197,,,,8.25E-02,1903.9,8.84E-02,2299,8.84E-02,1856.2,,10.540305,146.403182,11.936778,148.729994,13.535061,148.294792,12.716659,148.665473,11.613054,148.796403,12.561088,148.28051,11.962725,148.155176,10.591154,148.495365,9.732356,148.820132,11.594472,148.445,9.941445,149.02466,10.164063,148.91048,11.199896,148.952502,11.253147,148.612983,9.873333,148.613695,11.232756,148.779939,11.045349,148.947936,11.122835,148.489734,11.782538,148.05434,11.019709,148.839764,11.015053,148.110484,11.541699,148.184434,10.254593,148.646836,9.583448,149.160989
4.296461,13.516907,155.083846,,72.732,1429.6,7.75E-02,7.75E+01,1325.9,2027.479613,-0.09718,-1.980601636,-0.09718,-0.330431167,,-9.77E-02,2284.1,,,,8.44E-02,1989.5,9.05E-02,2400.4,9.05E-02,1945.4,,11.023803,152.148012,11.945041,154.569869,13.81216,154.113974,12.971712,154.466733,12.022179,154.566798,12.954558,154.089584,12.141521,154.013255,10.742254,154.319063,10.316837,154.556948,11.409347,154.342612,10.254549,154.789737,10.546096,154.671073,11.559367,154.713977,11.397051,154.433683,10.072019,154.427169,11.371103,154.60477,11.66113,154.703888,11.854062,154.241964,12.469853,153.834284,11.476161,154.595984,11.563639,153.907531,11.366114,154.096695,10.672214,154.425373,9.94207,154.916705
4.301466,13.922347,160.911569,,75.084,1515.6,8.02E-02,8.02E+01,1403.5,2117.87153,-0.09944,-2.065877624,-0.09944,-0.345964917,,-9.99E-02,2376.3,,,,8.64E-02,2077.9,9.26E-02,2503.8,9.26E-02,2035.5,,11.219299,157.946134,12.234398,160.387084,14.07855,159.958157,13.52978,160.237892,12.191046,160.391749,13.661161,159.867077,12.475336,159.852506,11.091415,160.128911,10.447654,160.373017,12.035759,160.107382,10.255517,160.625685,10.651559,160.509506,12.069357,160.480389,11.685885,160.250286,10.354741,160.248793,11.894171,160.390703,11.64709,160.574011,11.816816,160.151589,12.991077,159.65408,11.494367,160.446879,11.490901,159.823898,12.303377,159.841113,10.645331,160.300052,10.088522,160.73717
4.30647,14.216086,166.756588,,77.467,1602.5,8.28E-02,8.28E+01,1483.5,2228.29984,-0.1017,-2.143476958,-0.1017,-0.361107172,,-1.02E-01,2467.1,,,,8.83E-02,2167.2,9.47E-02,2609,9.47E-02,2128.2,,11.574247,163.734986,12.632695,166.201455,14.363924,165.810543,13.704989,166.099302,12.5701,166.199917,14.051663,165.710592,12.916315,165.697374,11.471052,165.942386,10.626406,166.215282,12.33451,165.950445,10.608159,166.421356,10.895841,166.335478,12.593023,166.261446,12.021358,166.07478,10.758108,166.068323,11.989697,166.250419,12.479065,166.326882,11.85696,166.047906,12.836436,165.605141,12.34862,166.174114,11.748002,165.693813,12.128412,165.790841,11.311603,166.074882,10.622164,166.509839
4.311475,14.783371,172.574584,,79.85,1690.6,8.54E-02,8.54E+01,1565,2343.782596,-0.10396,-2.25086962,-0.10396,-0.375771142,,-1.04E-01,2558.5,,,,9.02E-02,2254.7,9.67E-02,2712,9.68E-02,2218.7,,11.752536,169.542379,13.034438,172.024742,14.746945,171.662811,14.016723,171.939134,12.894795,172.034985,14.078303,171.632369,13.086403,171.588909,11.367141,171.85624,11.137597,172.009397,12.434736,171.836871,11.069732,172.211798,11.564154,172.108236,13.042175,172.063742,12.449057,171.899514,11.121848,171.901822,12.220934,172.116238,12.294669,172.256862,12.603893,171.83996,13.342094,171.453583,12.16008,172.091883,12.227805,171.538887,12.852108,171.595796,11.100295,172.007323,10.408763,172.412063
4.31648,15.365608,178.386524,,82.236,1778.1,8.80E-02,8.80E+01,1648.5,2469.25879,-0.10622,-2.336957955,-0.10622,-0.392941783,,-1.07E-01,2654.8,,,,9.22E-02,2349.8,9.88E-02,2824,9.88E-02,2316.4,,12.019378,175.338002,13.185359,177.891515,15.064589,177.519416,14.441403,177.765629,13.148312,177.874595,14.428971,177.496927,13.404597,177.462624,11.910421,177.659247,11.188506,177.878485,13.085699,177.630614,11.101942,178.072782,11.477695,178.006492,13.094415,177.947077,12.638137,177.761258,11.294347,177.77503,12.39451,177.972269,13.095862,178.020373,12.592499,177.756049,13.842501,177.299006,12.767967,177.880458,12.246746,177.465708,12.834728,177.527504,11.775022,177.796129,11.077099,178.173341
4.321485,15.594037,184.245548,,84.633,1868.8,9.06E-02,9.06E+01,1735.3,2584.628763,-0.10848,-2.434070547,-0.10848,-0.408632058,,-1.09E-01,2753.8,,,,9.41E-02,2443.6,0.10091,2935.1,1.01E-01,2413.2,,12.328483,181.125893,13.499776,183.724758,15.279625,183.392147,14.819567,183.5973,13.19502,183.751655,14.89512,183.329849,13.97644,183.293083,12.161578,183.503943,11.595205,183.694015,13.05328,183.535674,11.381331,183.897935,11.7051,183.84433,13.399315,183.773294,12.907189,183.608662,11.456015,183.636094,12.904022,183.778739,12.922567,183.943518,12.51927,183.670137,13.80069,183.233272,13.062453,183.711535,12.743206,183.295141,13.18862,183.390269,11.734425,183.692717,11.203916,184.01958
4.32649,15.904023,190.088612,,87.028,1961.1,9.32E-02,9.32E+01,1823.4,2725.1561,-0.11074,-2.522275441,-0.11074,-0.424316441,,-1.11E-01,2853.8,,,,9.61E-02,2543,0.10297,3050.4,1.03E-01,2515.9,,12.633801,186.896844,13.954965,189.530473,15.601013,189.235645,14.928331,189.463059,13.517984,189.57289,15.459903,189.153562,14.216623,189.164272,12.266443,189.372404,11.852521,189.514865,13.347303,189.376186,11.757322,189.693789,12.123887,189.650232,13.975777,189.550651,13.350215,189.419222,11.80787,189.46931,13.218547,189.612141,13.361783,189.753259,13.467503,189.40699,14.415293,189.04612,13.043982,189.594133,12.742147,189.210407,13.395857,189.260379,12.498107,189.452675,11.240146,189.877284
4.331494,16.415493,195.886687,,89.419,2055.2,9.58E-02,9.58E+01,1914.6,2835.431313,-0.113,-2.619004518,-0.113,-0.441809047,,-1.13E-01,2951.7,,,,9.80E-02,2640.5,0.10505,3163.5,1.05E-01,2616.3,,12.875297,192.678594,14.002528,195.397807,15.936862,195.075882,15.3008,195.285568,13.904003,195.375288,15.897976,194.984731,14.373696,195.042325,12.848861,195.152501,11.849867,195.384383,13.963956,195.16616,11.884705,195.526832,12.545724,195.442083,14.503864,195.339403,13.744633,195.22678,12.222393,195.274084,13.35307,195.46107,13.638008,195.584337,13.65479,195.278028,14.508222,194.935029,13.838327,195.327402,13.532464,194.979243,13.589608,195.128427,12.281196,195.370651,11.818333,195.639949
4.336499,16.731705,201.710738,,91.822,2155.9,9.84E-02,9.84E+01,2008.7,2950.757748,-0.11526,-2.730468979,-0.11526,-0.459239943,,-1.15E-01,3052.1,,,,9.99E-02,2738.7,0.10714,3281.6,1.07E-01,2718.7,,12.876993,198.491508,14.14883,201.229808,16.337423,200.892617,15.695896,201.088377,14.144806,201.194196,16.616182,200.76165,14.563201,200.902592,12.875865,201.017948,12.389346,201.14751,13.897345,201.047325,12.029697,201.353008,12.537792,201.300971,14.640925,201.175711,13.766328,201.093838,12.248352,201.137878,13.594992,201.291168,13.765568,201.425237,13.521255,201.171673,14.656284,200.808048,13.600438,201.228386,13.189377,200.925589,14.205357,200.916529,12.897067,201.125116,11.767845,201.490742
4.341504,17.015664,207.530154,,94.217,2260.8,1.01E-01,1.01E+02,2104,3071.142513,-0.11752,-2.82325077,-0.11752,-0.476972647,,-0.11766,3150.6,,,,1.02E-01,2842.8,0.10922,3401.3,0.10931,2825.5,,12.932157,204.290045,14.715137,206.994857,16.427515,206.748574,15.808403,206.932237,14.317313,207.015158,16.693357,206.635591,15.07527,206.70165,12.978034,206.860028,12.513563,206.968756,14.335382,206.83858,12.62133,207.089785,12.788395,207.111055,15.0291,206.974827,14.092612,206.902035,12.478122,206.958169,13.982254,207.078913,14.234924,207.199162,14.370872,206.907045,15.361125,206.578056,14.488742,206.935386,13.822084,206.699853,14.050939,206.822787,12.777602,207.01132,12.358747,207.239728
4.346509,17.2223,213.352183,,96.514,2365.4,1.04E-01,1.04E+02,2202.9,3241.574976,-0.11978,-2.933653586,-0.11978,-0.495210937,,-0.11988,3255.3,,,,1.04E-01,2947.6,0.1113,3526.3,0.1114,2934.7,,13.240534,210.040875,14.564387,212.855775,16.540134,212.589149,15.893836,212.767985,14.778549,212.782853,16.84708,212.482014,15.17568,212.555093,13.526051,212.608481,12.61448,212.79439,14.867542,212.609713,12.794992,212.893785,13.409662,212.84529,15.583299,212.725099,14.537232,212.674176,12.775526,212.746427,14.263615,212.878315,14.306303,213.03616,14.257378,212.788504,15.402571,212.443268,14.653452,212.750876,13.934776,212.537038,14.844798,212.561602,13.247204,212.773831,12.23155,213.087358
4.351514,17.639608,219.129016,,98.922,2472.3,1.06E-01,1.06E+02,2304,3341.819533,-0.12204,-3.025115826,-0.12204,-0.51406717,,-0.1221,3359.5,,,,1.06E-01,3055.4,0.11339,3649.3,0.1135,3044.9,,13.703058,215.724281,14.65953,218.680321,16.913001,218.379767,16.446118,218.520304,15.092105,218.566859,17.381417,218.269494,15.509342,218.35826,13.606804,218.439199,13.18602,218.536897,14.871126,218.459894,12.89756,218.702474,13.529117,218.667521,15.949211,218.514571,14.745355,218.487567,13.178786,218.52955,14.323215,218.711269,14.7623,218.799342,14.390384,218.619804,15.408756,218.311096,14.59347,218.609351,14.25153,218.355296,14.456613,218.486128,13.373397,218.596584,12.691249,218.841786
4.356518,17.91385,224.888315,,101.31,2578.4,1.09E-01,1.09E+02,2406.9,3487.144763,-0.1243,-3.143632142,-0.1243,-0.532426143,,-0.12432,3469.9,,,,1.08E-01,3160.7,0.11547,3774.7,0.1156,3153.1,,13.999704,221.433099,15.177941,224.404291,17.28431,224.140302,16.670044,224.305693,15.065443,224.390845,17.780513,224.040641,15.795299,224.155019,13.883828,224.213963,13.066699,224.370474,15.337535,224.216908,13.329642,224.435915,13.633792,224.461639,16.211964,224.300377,14.871925,224.28244,13.282897,224.331523,14.459965,224.501109,14.591996,224.639547,14.726076,224.381843,16.181917,224.02025,15.360778,224.293235,14.52674,224.139699,15.113051,224.214709,13.769493,224.351513,12.7549,224.630011
4.361523,18.182297,230.639959,,103.69,2685.9,1.11E-01,1.11E+02,2512.3,3562.385004,-0.12656,-3.256179522,-0.12656,-0.552039212,,-0.12654,3582.1,,,,1.10E-01,3270.6,0.11756,3904.7,0.11769,3269.7,,14.112844,227.150217,15.599428,230.119404,17.637053,229.893166,16.912738,230.061935,15.370553,230.130827,17.946786,229.836981,16.129003,229.906015,14.437584,229.920452,13.496346,230.080204,15.380582,230.007475,13.448099,230.19848,14.181708,230.159793,16.53829,230.040639,15.230677,230.025273,13.439679,230.09187,14.862734,230.225796,15.294375,230.311164,14.68174,230.188086,16.077355,229.856393,15.390252,230.079767,14.626785,229.93488,15.080213,230.022778,13.842325,230.126236,12.982269,230.361787
4.366528,18.506176,236.365617,,106.09,2795.7,1.14E-01,1.14E+02,2620.3,3682.606538,-0.12882,-3.363626414,-0.12882,-0.571750105,,-0.12876,3692.2,,,,1.12E-01,3382.7,0.11965,4037.3,0.11976,3385.2,,14.309583,232.83296,15.738039,235.873577,17.781506,235.652053,17.441979,235.757206,15.686341,235.846579,18.396413,235.565627,16.178434,235.688978,14.297511,235.714314,13.928007,235.776168,15.446699,235.779195,13.424434,235.962989,14.325344,235.900545,16.988218,235.75719,15.600537,235.73707,13.704143,235.82769,15.321192,235.923916,15.028163,236.120453,15.27887,235.86575,16.169028,235.625507,15.483858,235.840738,14.90074,235.672774,15.769564,235.69269,14.137071,235.859186,13.485249,236.043496
4.371533,18.95835,242.035622,,108.48,2907.3,1.17E-01,1.17E+02,2731,3807.94725,-0.13108,-3.476628193,-0.13108,-0.590635721,,-0.13098,3803.6,,,,0.11354,3498.6,0.12174,4170.8,0.12185,3505.1,,14.457222,238.509812,15.906824,241.592636,18.054234,241.374038,17.703192,241.482703,15.974522,241.555942,18.720209,241.289307,16.45912,241.420417,14.449195,241.455069,13.792154,241.555549,16.087133,241.438259,13.940982,241.626495,14.448587,241.633583,17.34445,241.4568,15.7451,241.474923,14.005584,241.533439,15.399949,241.663805,15.817606,241.741542,15.447065,241.601793,17.059915,241.258783,16.209231,241.476804,14.815487,241.455241,15.697777,241.477985,14.425953,241.56209,13.483761,241.7899
4.376538,19.443135,247.69354,,110.86,3024,1.19E-01,1.19E+02,2844.3,3888.087237,-0.13334,-3.577106727,-0.13334,-0.609034165,,-0.1332,3916.2,,,,0.11549,3614.3,0.12382,4302.3,0.12394,3622.8,,14.68515,244.153536,16.408405,247.243604,18.395634,247.059058,17.647457,247.223805,15.974788,247.28063,18.655634,247.056881,16.918991,247.083395,14.842352,247.117672,14.346337,247.182828,16.072289,247.176067,14.293065,247.287513,14.730091,247.321235,17.535995,247.168135,15.919449,247.183718,14.433252,247.199233,15.570724,247.36882,15.523467,247.51069,15.355687,247.344318,16.783266,247.053208,16.020745,247.248154,15.436197,247.097688,16.175945,247.134891,14.536763,247.276775,14.058868,247.413192
4.381542,19.560786,253.399447,,113.25,3144.6,1.22E-01,1.22E+02,2959.1,4063.430806,-0.1356,-3.714092105,-0.1356,-0.628193878,,-0.13542,4041.2,,,,0.11743,3728.4,0.12591,4442.4,0.12604,3744.3,,14.966063,249.77321,16.546726,252.933843,18.790753,252.716192,17.885876,252.904761,16.219671,252.948539,18.790592,252.7643,17.040242,252.79913,14.890271,252.816914,14.505896,252.868708,16.552501,252.817537,14.2313,253.001231,15.032922,252.973544,17.612519,252.88042,16.524411,252.797614,14.724055,252.862374,15.846153,253.032484,16.248861,253.104568,16.138284,252.94011,16.972322,252.747507,16.625943,252.855048,15.276515,252.838282,16.353482,252.84008,15.034248,252.90929,13.859703,253.152805
4.386547,20.040846,259.018955,,115.65,3266.9,1.25E-01,1.25E+02,3074.8,4223.823271,-0.13786,-3.826906043,-0.13786,-0.650232258,,-0.13764,4168.8,,,,0.11938,3850.7,0.128,4582.4,0.12814,3868.3,,15.217825,255.39271,16.616722,258.612018,18.92569,258.407202,18.284076,258.539213,16.643971,258.57909,19.33078,258.39153,17.290373,258.476677,15.083952,258.493172,14.543286,258.566295,16.874676,258.474301,14.646612,258.63202,15.000263,258.682415,18.032486,258.511645,16.772108,258.468378,14.792148,258.554322,16.135553,258.682084,16.133647,258.817005,16.092501,258.648489,17.910218,258.315533,16.79177,258.528244,16.07662,258.424513,16.693541,258.494148,15.164397,258.585978,14.328989,258.757421
4.391552,20.283287,264.668844,,118.04,3389.9,1.27E-01,1.27E+02,3194.3,4334.012378,-0.14012,-3.953328538,-0.14012,-0.672279089,,-0.13986,4296.9,,,,0.12133,3972,0.13009,4726.2,0.13024,3996.5,,15.573488,260.973431,16.883089,264.250828,21.122698,263.744399,18.341339,264.212787,16.830166,264.222739,19.421135,264.069308,17.80057,264.082275,15.548364,264.09092,14.924051,264.173973,16.81636,264.170492,14.953855,264.249094,15.342049,264.303355,18.496252,264.132363,16.941659,264.124148,14.913343,264.222926,16.376269,264.317528,16.585026,264.415197,16.047541,264.336461,17.4817,264.07465,16.630399,264.23901,15.865587,264.141289,16.807103,264.168015,15.556746,264.205621,14.245999,264.444542
4.396557,20.388564,270.312206,,120.45,3514.1,1.30E-01,1.30E+02,3317.3,4494.19712,-0.14238,-4.075376305,-0.14238,-0.692977678,,-0.14208,4423.4,,,,0.12328,4098,0.13218,4867.3,0.13233,4123.7,,15.837476,266.545651,17.164018,269.868232,23.59287,269.085791,18.595503,269.849537,16.89259,269.886062,19.723625,269.705109,17.842764,269.762018,15.54578,269.756432,14.930752,269.838043,17.374431,269.759256,14.974872,269.910395,15.680902,269.915218,18.685043,269.783993,17.272709,269.748592,14.99534,269.875019,16.583572,269.964058,16.397141,270.108304,16.865846,269.876233,17.611245,269.733107,17.528185,269.760959,16.44463,269.726218,17.052674,269.81536,15.423273,269.904084,14.755,270.022333
4.401562,20.844415,275.879387,,122.85,3645.9,1.32E-01,1.32E+02,3443.7,4629.535317,-0.14464,-4.180608881,-0.14464,-0.714027058,,-0.1443,4548.8,,,,0.12523,4221.8,0.13428,5014.9,0.13443,4251.1,,15.877739,272.128495,17.373929,275.466032,23.874426,274.74998,19.941928,275.266203,17.197788,275.474118,20.559842,275.226066,17.987492,275.383605,15.792902,275.361247,15.336868,275.411778,17.329335,275.409382,15.308551,275.48674,15.772998,275.544967,18.868982,275.403421,17.617461,275.340434,15.295752,275.464138,16.770825,275.567379,17.042544,275.626512,16.757311,275.535409,18.237261,275.279266,17.439993,275.420757,16.38543,275.38096,17.335443,275.409451,15.989846,275.443567,14.763199,275.648993
4.406566,21.327687,281.42018,,125.26,3777.9,1.35E-01,1.35E+02,3571.8,4789.8489,-0.1469,-4.274849294,-0.1469,-0.735631561,,-0.14652,4672.3,,,,0.12718,4347.6,0.13637,5162.8,0.13654,4384.8,,15.944123,277.70209,17.404166,281.083441,23.94546,280.431031,22.971295,280.445288,17.58694,281.027314,20.732415,280.833188,18.395047,280.950809,16.215264,280.911064,15.600225,280.98452,17.831314,280.95448,15.632561,281.052116,15.866899,281.140184,19.290446,280.967347,17.744092,280.944331,15.566642,281.03462,17.080553,281.129436,17.094888,281.238889,16.7511,281.154687,18.018512,280.939685,17.6291,281.007037,16.580051,280.973201,17.419051,281.020675,15.734124,281.108429,14.982566,281.2299
