Experiment:,25C,,,,,,,,,,,,,,New3D,,New2D,,,1.94E-01,9811.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time (s),Depth (nm),Load (uN),,hm (nm),F (uN),hm1 (um),hm1 (nm),F1 (uN),F (exp),disp_y_2D,react_y_2D,disp_y_3D,react_y_3D,,h3D,F3D,h2D,F2D,,Depth1,Force1,Depth2,Force2,Depth,Force,,Depth0 (nm),Load0 (uN),Depth2 (nm),Load2 (uN),Depth3 (nm),Load3 (uN),Depth4 (nm),Load4 (uN),Depth5 (nm),Load5 (uN),Depth6 (nm),Load6 (uN),Depth7 (nm),Load7 (uN),Depth8 (nm),Load8 (uN),Depth9 (nm),Load9 (uN),Depth10 (nm),Load10 (uN),Depth11 (nm),Load11 (uN),Depth12 (nm),Load12 (uN),Depth13 (nm),Load13 (uN),Depth14 (nm),Load14 (uN),Depth15 (nm),Load15 (uN),Depth16 (nm),Load16 (uN),Depth17 (nm),Load17 (uN),Depth18 (nm),Load18 (uN),Depth19 (nm),Load19 (uN),Depth20 (nm),Load20 (uN),Depth21 (nm),Load21 (uN),Depth22 (nm),Load22 (uN),Depth23 (nm),Load23 (uN),Depth24 (nm),Load24 (uN)
13.245043,207.702711,9155.395679,,,,,,,,,,,,,,,,,,,,,177.737734,9157.32087,215.019341,9155.458241,238.569994,9155.3768,235.839736,9155.40319,184.240247,9155.376994,222.692738,9155.461373,242.163403,9155.393896,181.867831,9155.389356,178.774315,9155.416498,239.225175,9155.412279,188.533124,9155.417255,194.710817,9155.361425,213.10685,9155.36174,235.715823,9155.400666,179.908649,9155.37409,190.77688,9155.328068,238.706047,9155.395698,179.956997,9155.379353,242.020327,9155.421621,202.954184,9155.430357,183.701085,9155.37871,238.415479,9155.399786,177.025366,9155.359545,181.708071,9155.386519,,,,
13.250048,207.773634,9160.431586,,,,,,,,,,,,,,,,,,,,,177.767178,9162.366579,215.056895,9160.523676,238.744188,9160.486367,236.152673,9160.497743,184.27687,9160.436904,222.973393,9160.47498,242.170609,9160.453871,181.710903,9160.453942,178.661686,9160.425025,239.011223,9160.429686,188.795908,9160.394302,194.682248,9160.421594,213.484569,9160.465338,235.720559,9160.458668,180.025397,9160.496138,191.183639,9160.485766,239.238456,9160.421074,180.717262,9160.521739,242.131793,9160.46138,203.040393,9160.487192,183.953683,9160.45172,238.921223,9160.484493,176.668812,9160.415948,181.536809,9160.38367,,,,
13.255053,207.612016,9165.291618,,,,,,,,,,,,,,,,,,,,,177.9505,9167.355093,214.913614,9165.329039,238.964656,9165.451357,235.938179,9165.347077,184.164196,9165.34209,223.001474,9165.371545,242.142206,9165.35531,182.064024,9165.354563,179.019836,9165.355809,239.263014,9165.413022,188.420662,9165.250483,195.084618,9165.289131,213.75919,9165.38157,235.723095,9165.424163,180.013152,9165.328548,191.260852,9165.295786,239.074027,9165.477376,180.485785,9165.363714,242.628014,9165.432503,202.724384,9165.33093,184.020036,9165.3478,238.616394,9165.337516,177.274929,9165.330855,181.804051,9165.3008,,,,
13.260058,207.566113,9170.368278,,,,,,,,,,,,,,,,,,,,,177.959958,9172.281673,215.126208,9170.445419,239.093698,9170.369589,235.864033,9170.354577,184.21681,9170.363084,222.855237,9170.453845,242.358888,9170.402747,182.135469,9170.421749,178.700634,9170.397611,239.535118,9170.415407,188.958952,9170.396482,195.083896,9170.333208,213.694717,9170.355082,235.830805,9170.379916,179.967461,9170.372611,191.098214,9170.360815,239.607501,9170.348246,179.984425,9170.372938,242.364618,9170.398768,203.181309,9170.444378,183.867056,9170.39396,239.077582,9170.410372,177.043027,9170.440332,181.540559,9170.353099,,,,
13.265063,207.917692,9175.406173,,,,,,,,,,,,,,,,,,,,,178.0366,9177.351099,215.28106,9175.414494,239.099076,9175.492309,236.034981,9175.416681,184.379273,9175.447557,223.037348,9175.4311,242.471151,9175.433787,181.875503,9175.471626,178.736038,9175.476103,239.318926,9175.38691,189.066487,9175.371397,194.882897,9175.411967,213.825898,9175.422454,235.982181,9175.442017,180.10499,9175.445988,191.225526,9175.400226,239.407887,9175.437213,180.435046,9175.414663,242.331949,9175.488066,202.772739,9175.38944,184.261392,9175.44651,238.857475,9175.41325,177.290277,9175.44615,181.479627,9175.34929,,,,
13.270067,208.17665,9180.434318,,,,,,,,,,,,,,,,,,,,,178.043669,9182.420452,215.066177,9180.409681,239.216377,9180.550269,236.323907,9180.495538,184.590263,9180.395758,223.168013,9180.528832,242.353162,9180.429014,182.43997,9180.388984,179.059882,9180.376238,239.589273,9180.496192,188.968868,9180.410707,194.957161,9180.399292,214.086216,9180.489977,235.97427,9180.513921,180.162177,9180.369361,191.324275,9180.319837,239.647978,9180.488136,180.644667,9180.414239,242.842911,9180.508501,202.998418,9180.463959,184.093285,9180.35669,239.144146,9180.466184,177.328282,9180.359954,181.784476,9180.359925,,,,
13.275072,208.247876,9185.337008,,,,,,,,,,,,,,,,,,,,,178.193079,9187.257872,215.217558,9185.388172,239.327938,9185.348539,236.143319,9185.33393,184.542303,9185.33165,222.837362,9185.372844,242.674915,9185.40936,182.281861,9185.418685,178.874948,9185.393356,239.772052,9185.396799,189.312929,9185.381943,195.303749,9185.333188,213.933057,9185.30959,236.040931,9185.396725,180.283591,9185.403903,191.242072,9185.363393,239.250148,9185.398838,180.653497,9185.387121,242.570571,9185.41555,203.325331,9185.401224,184.295675,9185.38346,239.086248,9185.440421,177.233416,9185.383705,181.732033,9185.369859,,,,
13.280077,208.293325,9190.401413,,,,,,,,,,,,,,,,,,,,,178.174619,9192.38613,215.671405,9190.469491,239.615061,9190.54305,236.452001,9190.451766,184.566208,9190.4684,223.075405,9190.44969,242.794726,9190.434672,182.165133,9190.474644,179.165513,9190.467463,239.701619,9190.409339,189.002897,9190.368416,195.245006,9190.404131,213.979654,9190.485168,236.136419,9190.420795,180.253567,9190.43259,191.209929,9190.409545,239.650689,9190.432676,180.409119,9190.395489,242.481507,9190.499185,203.058289,9190.43782,184.058824,9190.44302,239.298881,9190.444549,177.378045,9190.445446,182.104236,9190.410081,,,,
13.285082,208.259783,9195.401304,,,,,,,,,,,,,,,,,,,,,178.288324,9197.428992,215.634662,9195.503437,239.770308,9195.509404,236.528199,9195.465238,184.77169,9195.460856,223.285512,9195.501658,242.676862,9195.432804,182.49292,9195.483625,179.360748,9195.513113,239.801576,9195.419162,189.223343,9195.474905,195.173043,9195.384023,214.208868,9195.458551,236.401311,9195.504717,180.311781,9195.451537,191.470938,9195.421158,239.395959,9195.480248,181.056484,9195.512497,243.082058,9195.479279,203.709735,9195.561948,184.59559,9195.53684,239.41444,9195.454739,177.339166,9195.477059,182.010611,9195.455737,,,,
13.290087,208.306345,9200.453486,,,,,,,,,,,,,,,,,,,,,178.36251,9202.429801,215.550779,9200.448449,239.782952,9200.473879,236.281545,9200.399023,184.699728,9200.316848,223.171771,9200.464685,242.802744,9200.514648,182.424503,9200.387119,178.983146,9200.322606,240.063887,9200.505759,189.411418,9200.328049,195.417529,9200.344914,214.197138,9200.392952,236.560698,9200.501383,180.536533,9200.33431,191.758094,9200.389715,240.041175,9200.546073,180.814394,9200.333812,242.796217,9200.524959,203.674737,9200.45562,184.240407,9200.35332,239.308533,9200.495687,177.52586,9200.355839,182.177068,9200.290774,,,,
13.295091,208.277583,9205.324221,,,,,,,,,,,,,,,,,,,,,178.527653,9207.341019,215.724409,9205.414346,239.768576,9205.427314,236.283235,9205.377378,184.741684,9205.440544,223.390783,9205.383262,243.03984,9205.325177,182.383845,9205.458364,179.175035,9205.462239,239.969664,9205.318879,189.15886,9205.414091,195.444642,9205.369319,214.040588,9205.408735,236.48291,9205.33166,180.579336,9205.433667,191.706818,9205.363337,239.791878,9205.319481,180.368309,9205.336426,242.914364,9205.373562,203.371124,9205.361528,184.66102,9205.41857,239.647043,9205.349458,177.191519,9205.417766,181.863296,9205.339647,,,,
13.300096,208.177179,9210.362779,,,,,,,,,,,,,,,,,,,,,178.485492,9212.393057,215.94239,9210.475252,239.969089,9210.482201,236.566096,9210.452661,184.799486,9210.384879,223.689169,9210.515338,242.880372,9210.440361,182.548998,9210.462254,179.420839,9210.436873,240.109035,9210.47138,189.688498,9210.486654,195.371814,9210.408815,214.264336,9210.420614,236.684952,9210.51159,180.550747,9210.454026,191.478554,9210.396339,240.156074,9210.460822,180.712493,9210.473215,243.443594,9210.46418,204.028447,9210.519454,184.345731,9210.46984,239.267136,9210.437236,177.69081,9210.444324,182.327292,9210.403644,,,,
13.305101,208.50115,9215.507466,,,,,,,,,,,,,,,,,,,,,178.503248,9217.460082,215.826866,9215.564686,240.213283,9215.563706,236.570731,9215.514033,185.226655,9215.518073,223.454721,9215.544497,243.048504,9215.494616,182.686514,9215.521192,179.171044,9215.495686,240.22739,9215.491534,189.451971,9215.47344,195.667614,9215.473746,214.462811,9215.508638,236.811362,9215.474048,180.458753,9215.487435,191.72701,9215.482183,239.754428,9215.506698,181.207223,9215.499409,243.037485,9215.516839,203.623914,9215.555287,184.55264,9215.49486,239.687036,9215.509612,177.512302,9215.486486,181.944742,9215.414371,,,,
13.310106,208.63806,9220.431252,,,,,,,,,,,,,,,,,,,,,178.536689,9222.411137,215.681069,9220.47694,240.424428,9220.544444,236.600306,9220.498494,185.115562,9220.404372,223.640011,9220.48565,243.19344,9220.46851,182.518116,9220.397325,179.435448,9220.385142,240.357457,9220.503472,189.418966,9220.34856,195.56064,9220.331482,214.306117,9220.425228,236.936762,9220.46565,180.462781,9220.40618,191.914509,9220.358685,240.243503,9220.502037,181.006072,9220.39371,243.089007,9220.522521,203.589065,9220.410157,184.585412,9220.41143,239.371509,9220.504903,177.812776,9220.463431,182.497623,9220.421522,,,,
13.315111,208.629042,9225.399253,,,,,,,,,,,,,,,,,,,,,178.658934,9227.445492,215.854447,9225.444804,240.216025,9225.480012,236.805885,9225.416895,185.106922,9225.463966,223.743553,9225.453608,243.090503,9225.377095,182.854015,9225.467443,179.769441,9225.460674,240.295852,9225.433283,189.769431,9225.45199,195.434944,9225.393281,214.326775,9225.437095,237.167845,9225.496443,180.441135,9225.448472,191.810089,9225.418531,239.948407,9225.479289,180.823764,9225.462266,243.594239,9225.484542,204.13557,9225.541343,184.652045,9225.47438,239.95825,9225.409879,177.458519,9225.398275,182.258498,9225.408079,,,,
13.320115,208.673517,9230.488583,,,,,,,,,,,,,,,,,,,,,178.672797,9232.466395,216.023377,9230.494985,240.422966,9230.509616,237.115661,9230.500965,185.048089,9230.465649,223.683053,9230.526019,243.271023,9230.468923,182.824889,9230.5441,179.443646,9230.516927,240.557718,9230.478387,189.583342,9230.510175,195.932984,9230.465376,214.818994,9230.514528,236.961457,9230.442424,180.715379,9230.486728,191.92621,9230.457325,240.517629,9230.527404,181.641871,9230.496253,243.159657,9230.526337,203.623834,9230.456186,184.884385,9230.51121,239.626102,9230.472803,177.939659,9230.523167,182.649235,9230.44471,,,,
13.32512,208.908884,9235.536227,,,,,,,,,,,,,,,,,,,,,178.70672,9237.508723,216.039678,9235.609863,240.535945,9235.557056,236.830453,9235.57592,185.18639,9235.430657,223.684122,9235.558965,243.564718,9235.536701,182.896718,9235.460013,179.560293,9235.402148,240.762655,9235.557973,189.714398,9235.411526,195.942379,9235.496758,214.709721,9235.570883,237.000135,9235.546842,180.838058,9235.476048,192.156,9235.470894,240.189939,9235.496809,181.243979,9235.423252,243.275301,9235.559342,204.362414,9235.539141,184.861496,9235.49162,239.677232,9235.556688,177.731249,9235.424719,182.383712,9235.360082,,,,
13.330125,208.998747,9240.294704,,,,,,,,,,,,,,,,,,,,,178.839671,9242.385199,216.077021,9240.323439,240.547958,9240.468405,236.95408,9240.33095,185.424877,9240.400773,223.988432,9240.403825,243.521638,9240.410625,183.060521,9240.446552,179.77523,9240.394416,240.562169,9240.37946,189.899406,9240.362207,195.707518,9240.320299,214.508482,9240.315309,237.158097,9240.453325,180.762863,9240.3805,192.006064,9240.355106,240.676689,9240.533669,180.841232,9240.366213,243.805053,9240.456461,204.140328,9240.390407,185.14296,9240.42801,240.027789,9240.388288,178.08944,9240.392775,182.451549,9240.332101,,,,
13.33513,208.918321,9245.447672,,,,,,,,,,,,,,,,,,,,,178.920312,9247.406903,216.449099,9245.499396,240.620199,9245.491216,237.318808,9245.499932,185.30838,9245.402332,223.817566,9245.536227,243.533181,9245.449054,182.942269,9245.462836,179.528901,9245.45225,240.997714,9245.468114,189.834831,9245.442492,196.030912,9245.425836,214.930254,9245.461594,237.374052,9245.471131,180.726734,9245.465514,191.910536,9245.448887,240.336436,9245.368737,181.596758,9245.530034,243.541168,9245.456496,203.923508,9245.482554,184.865582,9245.45306,239.71735,9245.46026,178.02979,9245.496883,182.563081,9245.463042,,,,
13.340135,208.924253,9250.496731,,,,,,,,,,,,,,,,,,,,,178.988311,9252.509345,216.531214,9250.540728,240.801481,9250.551255,237.263944,9250.507333,185.303072,9250.522426,223.915635,9250.469892,243.540155,9250.497821,182.842771,9250.558447,179.86366,9250.546511,240.909129,9250.470066,189.921928,9250.484043,196.075701,9250.524258,214.774774,9250.49191,237.250408,9250.481876,180.839677,9250.548775,192.170852,9250.467634,240.634173,9250.514402,181.211865,9250.505962,243.784569,9250.583182,204.492522,9250.521574,185.165937,9250.56309,240.330178,9250.511314,178.060907,9250.52883,182.460793,9250.459155,,,,
13.345139,209.211573,9255.446752,,,,,,,,,,,,,,,,,,,,,179.185807,9257.563333,216.58316,9255.530096,240.650698,9255.616379,237.306799,9255.516222,185.3934,9255.392998,224.350777,9255.520144,243.585326,9255.473983,183.186483,9255.405339,179.986081,9255.39455,240.89369,9255.520554,190.034123,9255.441674,195.891123,9255.405253,214.770729,9255.474134,237.213997,9255.551481,180.989332,9255.378253,192.298176,9255.387506,240.683719,9255.568954,181.331766,9255.448924,244.107658,9255.589208,204.084761,9255.513109,185.037503,9255.43437,239.885287,9255.500589,178.215861,9255.418974,182.93228,9255.398336,,,,
13.350144,209.135584,9260.432085,,,,,,,,,,,,,,,,,,,,,179.106319,9262.408634,216.663151,9260.476346,240.681341,9260.447156,237.695391,9260.43891,185.569197,9260.417478,224.347091,9260.47702,243.564117,9260.430342,183.079866,9260.491547,179.854484,9260.498438,241.24572,9260.479458,189.944975,9260.466187,196.357154,9260.454554,215.097675,9260.417887,237.58937,9260.437359,181.101653,9260.508387,192.233524,9260.467901,240.89128,9260.463069,181.957034,9260.525273,243.569559,9260.448697,204.511163,9260.505075,185.350372,9260.51676,240.489351,9260.485242,178.09076,9260.513154,182.739181,9260.398669,,,,
13.355149,209.155879,9265.454877,,,,,,,,,,,,,,,,,,,,,179.062044,9267.567535,216.630676,9265.530859,240.827843,9265.593731,237.7032,9265.527087,185.752159,9265.539178,224.190687,9265.491514,243.758995,9265.524882,183.131522,9265.556943,180.161349,9265.548461,241.146781,9265.470722,190.346697,9265.506888,196.659728,9265.545726,215.351764,9265.572862,237.72353,9265.496602,181.154141,9265.508926,192.441449,9265.499796,241.126595,9265.532831,181.592268,9265.508918,243.969654,9265.586432,204.495483,9265.510385,185.290599,9265.50954,240.06713,9265.497391,178.358923,9265.511825,183.065468,9265.467198,,,,
13.360154,209.097443,9270.483726,,,,,,,,,,,,,,,,,,,,,179.25615,9272.578844,216.741541,9270.566988,241.026224,9270.617529,237.6444,9270.569868,185.718924,9270.536114,224.464332,9270.585384,244.177584,9270.551146,183.378608,9270.539178,180.000731,9270.494921,241.105092,9270.547819,190.082367,9270.571339,196.406232,9270.47912,215.301171,9270.551128,237.675616,9270.61256,181.145293,9270.538896,192.693009,9270.524657,241.026244,9270.540927,181.670507,9270.586614,243.95709,9270.526569,204.442721,9270.636454,185.223061,9270.55423,240.589026,9270.568477,178.095369,9270.550997,182.80911,9270.551624,,,,
13.365159,209.505162,9275.543523,,,,,,,,,,,,,,,,,,,,,179.36496,9277.56777,216.69322,9275.472947,241.103699,9275.576782,237.547474,9275.45869,185.768781,9275.382311,224.326298,9275.509649,243.966566,9275.545354,183.232121,9275.424272,180.012062,9275.433132,241.485036,9275.586272,190.064958,9275.357444,196.463791,9275.355111,215.369878,9275.395168,237.516055,9275.579665,181.070114,9275.377002,192.767214,9275.427452,241.315862,9275.620993,181.895252,9275.422902,243.764991,9275.594537,204.826476,9275.531806,185.55951,9275.39491,240.586395,9275.524461,178.51543,9275.387947,183.248735,9275.334746,,,,
13.370163,209.541185,9280.457477,,,,,,,,,,,,,,,,,,,,,179.445997,9282.468589,216.775984,9280.555129,241.283524,9280.50182,237.871758,9280.492742,185.991194,9280.533202,224.309761,9280.48836,243.915733,9280.391928,183.256002,9280.538257,180.165717,9280.520309,241.279242,9280.445596,190.430244,9280.485741,196.491693,9280.459417,215.741785,9280.533964,237.632743,9280.420505,181.218745,9280.485128,192.661739,9280.461484,241.158005,9280.409703,181.522114,9280.438875,244.447929,9280.516349,204.397828,9280.467811,185.213788,9280.47427,240.442068,9280.439875,178.203822,9280.514627,182.777478,9280.45727,,,,
13.375168,209.472165,9285.504761,,,,,,,,,,,,,,,,,,,,,179.450969,9287.557438,216.891604,9285.592228,241.315445,9285.57688,238.01284,9285.553151,185.898838,9285.544964,224.761408,9285.554134,244.186698,9285.537281,183.58996,9285.553073,180.310157,9285.548902,241.319997,9285.515382,190.078865,9285.524523,196.420615,9285.462427,215.654576,9285.532186,237.872662,9285.604869,181.313438,9285.567463,192.523374,9285.482798,241.370008,9285.503114,181.878512,9285.564349,244.162939,9285.520765,204.842539,9285.558887,185.802429,9285.62349,240.950063,9285.546837,178.731038,9285.616915,183.330618,9285.53526,,,,
13.380173,209.543261,9290.535786,,,,,,,,,,,,,,,,,,,,,179.425955,9292.578981,217.093324,9290.638231,241.343184,9290.66001,237.932331,9290.525185,185.732923,9290.497949,224.731967,9290.666248,244.163935,9290.599463,183.423912,9290.530246,180.116636,9290.541258,241.584048,9290.603064,190.334231,9290.576617,196.494575,9290.501882,215.644976,9290.614314,237.794337,9290.592427,181.462635,9290.509741,192.619146,9290.554092,241.133785,9290.575267,182.090599,9290.527065,244.303579,9290.575424,204.881955,9290.63906,185.441626,9290.53222,240.467518,9290.565741,178.32641,9290.500964,183.062585,9290.453135,,,,
13.385178,209.804742,9295.496033,,,,,,,,,,,,,,,,,,,,,179.420865,9297.499537,216.819632,9295.525839,241.414924,9295.514671,238.172842,9295.556088,185.893184,9295.511149,224.633924,9295.509021,244.098839,9295.530489,183.486563,9295.526708,180.433989,9295.513139,241.420257,9295.510145,190.543553,9295.477721,196.778919,9295.469728,215.843698,9295.524496,238.028477,9295.53567,181.536086,9295.563027,192.871494,9295.495107,241.632924,9295.554049,181.897533,9295.483424,244.789718,9295.616286,204.627658,9295.44737,185.792242,9295.5225,241.122182,9295.613022,178.985284,9295.563426,183.575461,9295.525217,,,,
13.390183,209.769419,9300.54173,,,,,,,,,,,,,,,,,,,,,179.512556,9302.60594,217.077128,9300.58219,241.570258,9300.591336,238.173557,9300.52515,185.977452,9300.560879,224.873837,9300.540065,244.401025,9300.536698,183.861391,9300.587129,180.57228,9300.557043,241.570623,9300.497748,190.414216,9300.500734,196.62834,9300.502348,215.871847,9300.555061,238.196426,9300.565132,181.494595,9300.559153,192.878813,9300.546344,241.265857,9300.465242,182.196713,9300.601986,244.419434,9300.563557,205.132336,9300.599569,185.745206,9300.59664,240.757182,9300.515009,178.531915,9300.512789,182.98966,9300.489787,,,,
13.395187,209.679624,9305.492616,,,,,,,,,,,,,,,,,,,,,179.708291,9307.624654,217.299992,9305.584941,241.629221,9305.6226,237.99098,9305.534389,186.287196,9305.590219,224.882033,9305.634595,244.462187,9305.56255,183.652108,9305.579068,180.37764,9305.549802,241.872598,9305.555127,190.646149,9305.599538,196.665484,9305.47911,216.004346,9305.574908,238.302009,9305.604177,181.526916,9305.550412,192.84102,9305.52338,241.947085,9305.607324,182.224896,9305.60763,244.588682,9305.574338,204.676775,9305.566808,185.815885,9305.57019,240.994637,9305.532969,178.955223,9305.586358,183.512199,9305.565417,,,,
13.400192,209.773024,9310.617051,,,,,,,,,,,,,,,,,,,,,179.798837,9312.617052,217.338272,9310.612675,241.576834,9310.62594,238.098285,9310.641153,186.233386,9310.463587,224.875378,9310.686265,244.447618,9310.680952,183.493591,9310.494503,180.559929,9310.496019,241.711262,9310.654101,190.743461,9310.503384,197.013188,9310.502365,215.988726,9310.578136,238.374108,9310.695767,181.674962,9310.516626,192.980346,9310.510198,241.491416,9310.598517,181.807067,9310.482553,244.864043,9310.684236,205.299634,9310.591974,185.978315,9310.50527,241.27023,9310.653163,178.401722,9310.472615,183.233171,9310.4294,,,,
13.405197,210.039415,9315.429137,,,,,,,,,,,,,,,,,,,,,179.771659,9317.528425,217.103417,9315.463983,241.742155,9315.552333,238.46167,9315.462749,186.25866,9315.564327,225.009473,9315.439508,244.573021,9315.45879,183.904585,9315.624711,180.871107,9315.559174,241.777114,9315.435329,190.559645,9315.461105,197.157839,9315.507308,216.271323,9315.508094,238.297841,9315.470837,181.830305,9315.526685,193.190217,9315.45932,242.094662,9315.552154,182.516465,9315.541345,244.643547,9315.499519,205.260972,9315.492502,185.567839,9315.53206,240.817758,9315.467276,178.879948,9315.484285,183.630495,9315.507909,,,,
13.410202,210.079633,9320.555885,,,,,,,,,,,,,,,,,,,,,179.839069,9322.612861,217.388305,9320.588581,241.764459,9320.623435,238.627382,9320.602336,186.351664,9320.545603,225.267865,9320.674624,244.755686,9320.52345,183.89408,9320.568924,180.549026,9320.51148,242.144119,9320.597435,191.093778,9320.593543,196.959731,9320.481133,216.297426,9320.583605,238.325377,9320.607314,181.883456,9320.577156,193.036451,9320.476029,241.589156,9320.520002,182.522853,9320.591383,245.031504,9320.550575,204.844134,9320.608727,185.867209,9320.58836,241.535862,9320.606965,178.539429,9320.549665,183.669557,9320.56826,,,,
13.415207,210.1962,9325.619719,,,,,,,,,,,,,,,,,,,,,179.803375,9327.620847,217.465355,9325.634935,241.931496,9325.626194,238.514012,9325.573068,186.331219,9325.621223,225.011023,9325.617162,244.710693,9325.606331,183.781206,9325.675882,180.879157,9325.647609,241.996262,9325.598755,190.678019,9325.601966,197.219492,9325.59415,216.227892,9325.574014,238.52805,9325.621727,181.72425,9325.633021,193.157571,9325.63932,242.017483,9325.631461,182.195849,9325.594641,245.149825,9325.652941,205.511391,9325.64614,185.725595,9325.6296,241.37534,9325.576187,179.142714,9325.63992,183.709436,9325.542595,,,,
13.420211,210.07122,9330.541909,,,,,,,,,,,,,,,,,,,,,179.892407,9332.645393,217.381355,9330.567894,242.118663,9330.649353,238.76371,9330.609672,186.375764,9330.486129,225.085282,9330.603247,244.709204,9330.592242,184.037179,9330.509645,180.975193,9330.482065,242.213014,9330.584342,190.891975,9330.473146,197.402331,9330.495223,216.489552,9330.573001,238.571021,9330.561332,181.709225,9330.454884,193.34698,9330.458015,241.71036,9330.610916,182.689175,9330.483053,244.718652,9330.602209,205.178019,9330.504091,186.230539,9330.51394,241.487184,9330.602157,178.868175,9330.499499,183.920515,9330.47854,,,,
13.425216,210.341491,9335.492701,,,,,,,,,,,,,,,,,,,,,180.038388,9337.568056,217.357769,9335.568542,242.109981,9335.583258,238.861977,9335.56974,186.366047,9335.519745,225.377606,9335.560323,244.984878,9335.513861,183.96713,9335.550177,180.679181,9335.57198,242.314104,9335.534581,191.173531,9335.626044,197.166321,9335.499328,216.502249,9335.52554,238.627145,9335.530098,181.89574,9335.592837,193.455473,9335.540326,242.309083,9335.526566,182.693796,9335.588348,245.305389,9335.563771,205.502788,9335.645936,186.15708,9335.61311,241.663082,9335.484787,179.328435,9335.566787,183.881696,9335.551166,,,,
13.430221,210.336746,9340.581889,,,,,,,,,,,,,,,,,,,,,179.95124,9342.658009,217.44146,9340.606604,242.096263,9340.669972,238.565267,9340.582042,186.546773,9340.594629,225.136807,9340.638733,245.03481,9340.639511,183.906204,9340.628903,181.042263,9340.63432,242.091165,9340.614823,190.984896,9340.567827,197.377866,9340.565086,216.398368,9340.593252,238.465375,9340.612316,182.143354,9340.582783,193.374652,9340.564337,242.141499,9340.645351,182.220783,9340.544913,245.205245,9340.646833,205.546403,9340.651427,186.192026,9340.5619,241.223769,9340.558447,178.956292,9340.58029,184.008531,9340.518519,,,,
13.435226,210.40865,9345.618635,,,,,,,,,,,,,,,,,,,,,179.970224,9347.670804,217.811927,9345.735369,242.237992,9345.643559,238.637025,9345.64792,186.677794,9345.633352,225.508969,9345.68165,244.945683,9345.608818,184.279396,9345.636473,181.18099,9345.592601,242.20328,9345.623476,191.17133,9345.588027,197.396227,9345.601418,216.611282,9345.693138,238.741435,9345.635378,182.154048,9345.621721,193.526211,9345.595437,242.463946,9345.627128,182.815687,9345.621278,245.040998,9345.683166,205.319684,9345.648463,186.318677,9345.62276,241.935484,9345.650049,179.429558,9345.653725,183.940134,9345.590477,,,,
13.440231,210.492397,9350.54543,,,,,,,,,,,,,,,,,,,,,180.055992,9352.661925,217.77421,9350.541555,242.404678,9350.664801,238.883849,9350.565917,186.477179,9350.511958,225.641629,9350.579396,245.161048,9350.594237,184.312197,9350.551031,180.999591,9350.50602,242.485287,9350.597221,191.298968,9350.475581,197.215155,9350.434922,216.818283,9350.545148,238.973176,9350.6565,182.182069,9350.480017,193.467628,9350.453297,241.933208,9350.570334,182.713319,9350.526505,245.616858,9350.691385,205.866203,9350.563626,186.223745,9350.51775,241.888888,9350.618099,178.954872,9350.474192,184.010836,9350.47224,,,,
13.445235,210.613507,9355.511436,,,,,,,,,,,,,,,,,,,,,180.316672,9357.640756,217.754141,9355.614447,242.322717,9355.611314,239.063791,9355.535152,186.516852,9355.561677,225.522696,9355.647643,245.27709,9355.481127,184.190386,9355.603567,181.137462,9355.582475,242.393821,9355.551108,191.108114,9355.583411,197.441039,9355.550258,216.651446,9355.557236,239.00804,9355.588123,182.166031,9355.528951,193.630018,9355.567341,242.454487,9355.569852,182.433546,9355.53644,245.353551,9355.555689,205.466268,9355.580606,186.35282,9355.55465,242.146677,9355.519271,179.344116,9355.586128,184.029648,9355.534747,,,,
13.45024,210.706153,9360.62749,,,,,,,,,,,,,,,,,,,,,180.36592,9362.656386,217.996545,9360.667635,242.440954,9360.622236,238.8689,9360.600148,186.851365,9360.661843,225.726329,9360.677329,245.320231,9360.633991,184.416814,9360.671984,181.217154,9360.652448,242.552152,9360.644512,191.471297,9360.637384,197.709496,9360.614162,216.708231,9360.575837,238.911605,9360.640923,182.287203,9360.685362,193.570126,9360.620476,242.143193,9360.581345,182.994135,9360.660059,245.183136,9360.654,205.879219,9360.661397,186.179765,9360.62506,242.387409,9360.648582,179.172113,9360.640916,184.290915,9360.591192,,,,
13.455245,210.516927,9365.66274,,,,,,,,,,,,,,,,,,,,,180.310775,9367.77781,218.14604,9365.703502,242.481794,9365.757341,239.179676,9365.679097,187.002367,9365.623422,226.045317,9365.74054,245.22566,9365.669005,184.468399,9365.62931,181.113271,9365.589618,242.639855,9365.643882,191.38212,9365.561638,197.671179,9365.601375,216.909656,9365.731858,239.131779,9365.639533,182.419734,9365.599865,193.639888,9365.61112,242.704906,9365.671002,182.933417,9365.591041,245.937319,9365.747826,205.925015,9365.642222,186.663495,9365.64239,241.949325,9365.606111,179.619767,9365.573192,183.866285,9365.536513,,,,
